user_id	invited_user_id
153417991	25178570
777809342	64578826
811509153	305744698
1084208305	2585412611
1084208305	2585417776
39495075	39623428
703281096	163129201
60728592	67123889
169834272	291588002
18414976	135215826
310769939	249526145
2475903765	2201390718
137015981	718696496
2583477714	2585546274
654131594	1852704929
128953760	617905217
654131594	610161624
242910553	1582230367
2570034566	315601960
2570034566	2585580173
167791058	2585606652
1688625593	2218159612
182116305	249538345
1747464290	1859486926
306020671	272914403
654131594	2585697699
654131594	2585705960
501798243	926216307
170870733	413461104
181140916	255644194
69940743	294212739
831280313	870748998
850621770	94219867
142583976	1488641879
60190974	256181988
67391145	613001562
642710840	2250328229
333798664	230586925
56837645	180218832
333798664	122841041
72354406	2570996198
90599163	306285168
72354406	2479330850
157791115	416616639
2494871303	2585959753
157791115	1463246552
5787341	101677514
809798882	2305549643
668176738	609341545
143655458	581475006
1988592	62401658
2509679616	2356210869
646853774	1432836500
23161498	916623744
81577139	10839111
1846248860	658463405
1197087108	181787786
356316067	302043209
72654255	11831562
2424188349	2283767980
206918176	170336631
187218231	495962975
179666641	224605831
306020671	1927942983
2420873027	319531798
126278263	437163474
2522798403	6794915
128837137	44358046
118013030	2526334176
118013030	2529344990
42948277	29320613
42948277	1778701970
269856610	523066494
1523842	75797144
32976882	134279188
167850574	1073582728
167850574	373675735
51777920	996914195
919815495	715167039
652787704	1496720613
652787704	1603054409
652787704	240925308
1523842	1432219432
227585968	186776036
32976882	45870761
35561743	768388548
32976882	39476380
522266108	15482594
144825429	141880731
32976882	425451
30538843	1770581239
194671037	2307497631
32976882	1135063294
330975624	125792581
32976882	40131837
223791633	1640548097
676570725	720974148
805794753	913517150
43686020	1668136647
196785804	261873038
18837100	212263983
805794753	1880727088
805794753	1292188787
607623065	2576365700
625765135	308356975
607623065	2552573686
607623065	2477071834
607623065	2513633895
607623065	2556336571
607623065	2586503979
607623065	1481117026
607623065	2576383015
607623065	92087157
607623065	2229917734
607623065	2519852114
607623065	2514349545
607623065	2443485204
607623065	924550745
607623065	2429650180
607623065	687633464
607623065	2419365258
607623065	1092337651
607623065	2555317184
607623065	250831853
607623065	2575441841
607623065	2258714637
607623065	1209535846
607623065	2204470910
607623065	2582715007
607623065	2582887112
607623065	2244404189
607623065	605905382
607623065	2586524482
607623065	2586526497
607623065	475572523
607623065	917770378
607623065	2557864212
607623065	1846247596
2578995639	754113216
607623065	1673893395
607623065	1898191843
91507931	162621386
39445565	510318446
607623065	2421333714
607623065	2523801759
88025981	1134957663
151337699	1120427613
607623065	2552195120
607623065	1459161074
615082591	1672494888
327268846	2584224134
373675735	1515653329
65903118	225442473
294365411	1790741426
607623065	2268258185
138170368	641535132
138170368	2506725946
294365411	1456796930
176022278	1181733629
1918825823	1831845122
59699198	65458019
607623065	2519854953
146657801	306226574
208342138	166565794
234648102	1433642055
2424588597	2586811397
2424588597	2586814297
607623065	868459132
162666455	215581599
74151659	1051495567
1849315144	2586833367
622780184	9393044
607623065	2567978689
1462643035	2562330066
607623065	1480841051
121852359	101961546
2247586185	2586870414
2247586185	2574505571
276886480	125756920
2247586185	2586875518
2247586185	1918989729
626477072	894746786
1493359368	1536389251
1084208305	2586893446
626477072	739094868
208342138	8830462
335072580	404480729
89305102	59307601
80188609	2586924672
590676692	517870703
41258393	191699458
80188609	2240166740
790271064	2554031770
2497659000	2584423175
130493044	212692915
282596305	1542747310
130493044	92481582
80188609	2509124830
762548443	2578706491
168863090	1004744083
2217292023	2565818242
325041411	1291308188
2418547593	100585510
325041411	1470127482
2418547593	2434954234
80188609	2539855540
416848002	1794402445
670765477	1091995683
2251804064	1867881128
1038945316	537416244
178338693	65572882
172927737	1774677411
297608114	2587006144
337596332	1945872729
249689289	2251683537
675581471	168023630
208342138	1486086953
675581471	2587017743
1038945316	2437396450
2571712053	2586535916
999409353	311473511
1891014275	2587024070
675581471	2269976339
122855950	13669989
2401728205	1072548628
675581471	836166005
1806128073	585913503
746913922	494357267
310284439	2503123450
869267855	2215986186
734158955	2587048313
256252306	398079935
613313621	1955092150
675581471	1727515025
30135495	73550766
2586764391	1787982001
996293032	999924114
973422397	1765067743
41258393	2533942122
1174655468	412981377
305085673	201242698
607623065	1748106662
277711794	665117878
214133115	2351504087
1174655468	867865059
80188609	848851220
80188609	1097846028
1174655468	188707515
249689289	918613593
2235698805	1921519579
23412479	18601628
873508506	35835198
675581471	2557989181
104982314	33048495
249689289	616456452
564594192	154297919
865422469	870341737
1098552027	1651116418
153418858	1497399122
86522354	131657908
973422397	1778481854
2222756918	2587093565
80188609	1546247638
675581471	2269125916
2587092153	933699088
2222756918	771705295
675581471	1119035508
155663729	276973716
675581471	2548086220
675581471	2565788290
2424588597	2443522109
418134246	2563742968
418134246	2420248185
418134246	1515647658
418134246	2542716007
323240252	1068485622
242645449	892604311
760860637	137008111
418134246	532865668
80188609	2567879692
418134246	1608641563
418134246	2306791121
323240252	1708260160
418134246	1139968440
418134246	82926045
13637249	76697912
418134246	2587125538
178940556	957543944
167850574	2587132252
418134246	1796779712
418134246	1177215215
353940897	1850261139
149042837	2476298224
418134246	1842344209
198445268	2587155802
226165322	786311008
11513540	2587157190
132158214	2580200882
178940556	2327782815
474886476	2587160601
132158214	2536931597
1065094808	2238305240
418134246	2509407652
119777217	459766769
314709759	60496356
80188609	2575922516
206020623	247882819
418134246	1949001166
28288564	255083310
654130382	616897998
114622222	2554265572
113159099	1014823816
418134246	2587205134
2411900430	911188858
897704568	2493019092
165676837	649949426
80188609	2508979377
80188609	2587213808
728422476	217667459
80188609	2264871948
417647294	313932623
417647294	650481563
15107839	2587228539
310499023	775542735
140436119	284614261
1832196690	2567856092
89150803	1837751343
114622222	2508490577
624973862	939472510
335867088	47146867
80188609	1747257264
2586093029	2584034901
80188609	110407150
311088540	377042856
80188609	1725981228
80188609	1804180105
2466402249	1739390253
1834269	857040036
700701337	2500672702
41473055	2587302658
666678637	818966539
974556829	568009914
1834269	348178349
570260455	782086161
418134246	1953597639
418134246	2587307627
597045644	297378942
635766276	744618525
418134246	562141336
96594448	119083026
1595715058	191016941
1817346032	96860856
132158214	2587324535
418134246	1725139063
1953597639	908484780
418134246	2518915226
1953597639	1820215464
201831491	279667697
1630487673	1781881413
96594448	220586825
1953597639	2225413944
1953597639	2574466956
2575217209	2587333187
80188609	2587335363
1953597639	1659412691
1877632118	1855652674
2531292109	850672308
4147642	621486660
987429285	934618497
418134246	690592311
1877632118	1815880834
2298142824	1793573557
113837276	2431180621
1465578259	1441005960
1953597639	2435616665
2544836415	2550747233
2566653598	2587354793
1953597639	2550767251
4147642	12116827
522929328	43778585
1953597639	2503983472
1953597639	815514111
1864837016	2587362595
2578964472	795092952
1492598758	2587364274
1953597639	1660951875
418134246	328149562
86546053	881047067
85386261	115395764
418134246	2268227981
773912073	2220397715
1763426613	786126681
418134246	2587371121
272072571	2372474703
1953597639	1428877326
1953597639	1720266648
1670171010	1749461621
418134246	1438051146
818966539	1928673122
1529193605	2477773913
49562350	47432198
773912073	2587384541
80188609	2572487751
1529193605	2453434269
1370261423	2568535877
1953597639	1450398287
1529193605	2575224020
418134246	644455268
4147642	245293986
1953597639	806511096
173008620	192177689
80188609	204001268
1529193605	2200907886
1953597639	2511689865
1953597639	2288427597
57586884	210131914
1529193605	325285153
1480160391	2587401597
502461041	2587401706
1529193605	1741544687
1671373211	2587404461
1529193605	2581658072
1529193605	2577087350
1529193605	435026347
1089149863	1191000023
418134246	209498044
784958651	1083589694
1680471057	189567341
2258978187	1329807043
1529193605	2366265202
1529193605	2842266
306013433	572212654
418134246	1490893793
80188609	2571063018
1529193605	2587418691
1529193605	813232339
929353145	1067651651
129690138	365224528
1529193605	1794051694
1529193605	2545429047
325285153	2262384596
4147642	1095276872
1529193605	1053349762
859976607	2587423695
325285153	150205079
80188609	1287040417
1830342694	1279219803
2571063018	2360281669
325285153	1728051444
12116827	262882570
1951854755	1709147768
73423780	996046045
1529193605	803635938
522929328	8464950
80188609	2514329232
1529193605	1095484926
1953597639	2587430010
129690138	1893657928
80188609	767213962
1529193605	2248754898
418134246	2500306295
325285153	213927292
1529193605	2538565007
1529193605	2587434169
1529193605	2587434222
1529193605	2292852944
1529193605	770277932
325285153	35508765
1529193605	2543733622
1529193605	1513107922
1529193605	783361973
1529193605	319757256
43141087	239286186
325285153	2587437913
378917147	631459711
1529193605	2460050422
213927292	2568233492
1529193605	2539568017
1529193605	792228619
1529193605	879395647
1529193605	2587442792
1529193605	2499564234
158814903	682942008
1529193605	2587443660
1529193605	295433779
1529193605	2433617429
1529193605	2581652654
1529193605	2484069552
1529193605	2587444571
1529193605	2298517849
1953597639	1821556878
1529193605	2587445707
40229698	267798356
1529193605	86250759
1529193605	2587446593
418134246	248666024
158814903	1658142433
1529193605	1695507097
418134246	2508867519
1529193605	1456852493
1529193605	2443426698
1529193605	2566710098
1529193605	1637161301
1529193605	2584685412
1529193605	101437148
131054815	1590874343
1953597639	781269566
1529193605	89357757
1529193605	2579469008
1529193605	2273158685
2570755354	2587450772
418134246	2437734946
418134246	1473311424
325285153	1863961632
131054815	666317984
1529193605	1476155971
124254111	748271877
131054815	782501158
1529193605	2587453796
1529193605	2568070576
131054815	2209326078
131054815	35275980
1529193605	484168660
1015345243	1698172517
1529193605	206198786
754755816	155650595
1529193605	616524399
1529193605	2480767071
12116827	109741158
1529193605	2226732815
1529193605	2522598765
80188609	870544228
255523391	1004659591
131054815	119577841
1529193605	2586064768
1529193605	766856058
80188609	2540856447
1529193605	1934732075
1518558396	1140764077
1529193605	2304961930
1529193605	1827064705
131054815	2523533626
1953597639	1631577800
1529193605	562064568
1529193605	2539198741
131054815	239805013
1529193605	1514595625
1863961632	2268812358
1529193605	2587466812
1529193605	2543161483
41282293	45430946
80188609	2577610751
325285153	823697446
1863961632	2587468547
1529193605	769746633
1529193605	445344957
418134246	2452620290
1529193605	2584334189
2566710098	222770865
418134246	2500305852
1953597639	2566563971
1529193605	908472981
1863961632	1522843656
1863961632	2585805807
769821703	160080287
1529193605	279810340
1529193605	756371698
2454844701	2587473143
1529193605	644819006
1529193605	2452124103
131054815	970643061
2566710098	1733835890
80188609	2558283219
1953597639	540646219
1529193605	2473889599
1863961632	2471986703
1529193605	1324602985
1863961632	2582737955
1529193605	2587475404
2577610751	2587475481
1953597639	2587475946
418134246	2471949411
418134246	2496499924
1529193605	2520395505
418134246	399383711
1863961632	2587477867
1863961632	136029888
1863961632	1925739844
80188609	2575096128
2579770909	2587482164
1953597639	2586530500
325285153	2583965427
80188609	848619136
163871094	1180370622
1953597639	2209539947
2566710098	2337719601
786694307	2587486690
1863961632	2220121760
1863961632	1585003434
418134246	99508407
1863961632	2587490324
2566710098	2563037797
2566710098	2583712093
1942660479	2587493914
2432706984	2383248195
1529193605	2353964418
1062928589	459401367
41282293	41140498
1863961632	1496400700
1863961632	626039588
2456251425	1430258061
28105057	818202991
1529193605	930118926
1953597639	1786166933
474886476	2587504435
1953597639	132090099
131054815	144706158
1863961632	120323478
1863961632	1441162454
80188609	898093232
2341316890	1341557642
1863961632	2587511865
1863961632	2587258426
2341316890	2586448824
1863961632	2587127921
418134246	31043376
2341316890	2570656760
131054815	169090473
2341316890	2564012806
2341316890	2586722899
2341316890	2264822582
2341316890	2405296827
1863961632	2587519036
2341316890	188421380
2566710098	2578562955
2341316890	2519958965
131054815	1559240205
418134246	2494138115
675581471	1895449552
45053014	167677060
1186079123	909602784
2566710098	2558693695
1446101820	2576297376
418134246	626537842
594578886	2587524281
1953597639	41717318
1863961632	2402930426
80188609	2489719169
213927292	2587527470
2341316890	2587525494
2341316890	2394326262
2586373360	2587529605
562064568	2567984460
213927292	2587531300
302401992	983402259
2341316890	601700785
80188609	1740772734
1913334910	551667769
66780270	272770308
963277418	319387063
213927292	2587537148
2587258426	2587537771
213927292	2587538504
213927292	2587542046
1953597639	2288008897
1740772734	2546817271
683411467	288212312
1863961632	2587544108
2341316890	2548591503
1863961632	2551444746
1863961632	2587550278
2226098749	1450928494
1863961632	553848120
562064568	489142123
1863961632	1135159726
1863961632	326333061
2341316890	2574576968
1863961632	2504497936
981590875	226430223
1771404290	2587558573
213927292	2587560132
621405419	463881787
214053094	684754250
1424224531	2528939764
2587282	1006142621
1361681599	2374353254
975572021	274858724
848851220	2587569392
1361681599	1698953952
1361681599	2587570841
211007301	21993078
120422384	157274436
583700467	2587575504
90041365	854540805
1889531208	2420284084
2528714736	1813475945
155583819	268327317
1863961632	2481318692
80188609	300521016
2551444746	734288885
790981592	470717514
80188609	599377126
230785694	653475293
1375651033	295185168
1915048422	23851147
1863961632	159974772
1730761683	2474244483
1953597639	2446641188
1863961632	434736519
131043140	167703921
1318420986	1819392508
1863961632	2448630405
2324240721	2587599262
194246704	2587604030
1863961632	2587603950
1863961632	2357968288
185068381	265172417
219894850	915993747
562064568	1562032710
1863961632	2514948753
2586093029	2587611739
1613459544	794908501
2551444746	2587622651
1613459544	2587624364
80188609	2227493170
1953597639	2574648538
1953597639	2587631987
46706535	72075782
46706535	326029335
2496348352	855831469
1863961632	2587639164
5362281	872358477
607623065	2464900761
1932485568	2549197235
1746397661	2587651218
2496348352	2587651493
1863961632	2502750513
1863961632	2576440827
18492657	42746616
2587494947	2587653021
141206021	83488066
2496348352	2487494537
94938472	753414648
677721855	2229527506
1863961632	2585602325
96440680	2587659474
2496348352	381431005
2496348352	2522338196
28727293	2587664656
1863961632	1879574240
325285153	1919508790
6716582	71971850
1863961632	135894133
2566710098	1482569227
2496348352	2587682864
2585602325	2587683052
1863961632	2587683715
325285153	2587683737
2496348352	189795253
2587684850	399493825
2496348352	2581326660
1863961632	2587689887
887468646	195940264
2587689767	2587692296
2357507315	1570129636
2220121760	350310638
325285153	1001730611
1863961632	2518177493
325285153	958205585
1822391199	186462700
2496348352	2586037240
325285153	604925357
1839065424	1829255184
2496348352	2530818067
2493734857	2587706610
412501350	2420016383
2258507836	667566331
2357507315	1456444517
2496348352	1569213319
2496348352	2276375856
155583819	268377212
501649449	1651967647
2496348352	2555859716
1863961632	258400032
2258507836	1465207875
583700467	561079802
2496348352	930163514
2729711	29751349
71268547	1942623848
325285153	2401141607
2496348352	1886461762
214375569	2587724259
2258507836	180096010
2220121760	2577612506
925376174	1779438086
954661968	841319136
2496348352	984801013
1863961632	2583837975
2341316890	2523401995
2341316890	2574259435
1863961632	2584156680
925376174	1002755527
241428982	84715625
1863961632	2582056497
2587730830	2587738368
607623065	101819185
69561083	69489895
278452013	119958072
2341316890	1729490812
80188609	2413097617
1863961632	324620603
278452013	2587746967
1821666339	2587748936
2258507836	2587750430
2496348352	2271701314
469740999	307112750
802772440	136329605
1839065424	1892387445
325285153	2520628109
217289249	90442353
106883070	2578635018
307201497	836978461
325285153	2434060186
5140777	9086313
1863961632	2587762782
181234360	2587764473
2235715088	2587765081
325285153	1882916173
925376174	843613819
607623065	2572827087
661967058	904305638
1811624543	2439910027
1863961632	2587778763
1863961632	760990941
142046268	1827875059
1953597639	842374249
261967470	60225519
301616259	679776627
282973323	289275428
757310306	246586597
607623065	1190876315
2294560339	2587798602
1863961632	2587802553
381117702	1804430865
1863961632	2218152632
950306734	178967389
1863961632	2587809753
2294560339	2587810590
95871526	437211324
950306734	2352431089
484699899	1773707236
43350114	236952916
2496348352	126788370
1863961632	2267058477
1863961632	2587820069
249689289	1436992094
152306186	572676264
607623065	760378077
1060502778	1718024639
148144951	2587707023
98532064	280361295
940164502	2564323268
35607796	1840631302
1332016117	1317550113
586501645	175343142
98532064	174270137
98532064	24571333
1863961632	2538642921
7678876	291273813
1863961632	1423824578
29454979	997627745
1863961632	2438363568
665413336	2587841037
2587820069	2587841460
61980054	26845460
2496348352	2586649602
1953597639	2507784396
2231166729	1698925519
2587750430	2294026988
325285153	717260660
325285153	1627597592
1098089077	2587851347
56271594	208399288
1136748554	827749819
1669187262	264117270
2496348352	2509278166
1863961632	718512913
2496348352	2261908388
824189516	920053643
1627597592	123830369
107190443	1844891285
1863961632	1654993039
1933476398	2212560788
702382101	268461155
315752457	31029428
125696608	324361896
1953597639	739945392
325285153	2425181145
1953597639	779667490
325285153	288315285
2300052781	1661279140
325285153	2533009523
2300052781	181139665
607623065	154292061
107930969	1324247626
2220121760	411541103
2220121760	1701516817
1953597639	1712211645
2587073811	2587879849
1953597639	2587879882
1953597639	1951781111
111781570	117435641
325285153	2431150167
1953597639	718807609
218807150	1653750899
325285153	2377407722
158576649	2226060772
595459463	813194549
325285153	529734161
325285153	2587885004
80188609	2587885320
1953597639	2587885222
2300052781	634506024
1863961632	2587890142
325285153	2221833596
311518248	170551960
1834269	690421916
948514651	558910878
288307142	1503841175
2496348352	1833991425
2496348352	978247452
1332016117	1532529609
1317550113	2457751292
2496348352	263744215
1317550113	392689128
1317550113	1722893157
1953597639	2587895451
1433688991	1893234125
2496348352	2587896432
1953597639	807716986
1317550113	850670464
1317550113	2587897352
325285153	1800265561
31776778	539397828
799231280	2541473693
52087513	115794757
1332016117	2535670365
850670464	2561538887
1332016117	2239064678
1767395445	2266513802
1863961632	2587901512
607623065	549771587
418468642	940248401
1332016117	1868256570
1317550113	2406933591
2466693793	2245274966
1332016117	913307382
2535670365	2587905926
2535670365	508921429
2535670365	2553215165
1332016117	1668129430
267089318	599728316
2587897352	2587907852
562064568	2474446043
1332016117	2421986274
1332016117	1421018488
418468642	1436061995
2496348352	2455235659
2220121760	1918459546
2535670365	2587911734
1953597639	2587913543
1317550113	178897416
392689128	2587913785
2496348352	732559049
887983727	697156102
1332016117	2587914834
1317550113	2587914985
2249613730	365252050
1332016117	1048209464
2535670365	2512946723
98532064	937130999
1317550113	18539002
2535670365	2579052448
879517197	1887042744
1317550113	501625690
2496348352	2574361366
2996794	1685466453
1048209464	2587918780
2496348352	2581939869
1317550113	306775314
2533009523	2587923764
294365411	1505746467
14205562	356126157
2371050320	63513298
1332016117	2583151237
2371050320	2239785017
2371050320	376909322
2533009523	659102076
2371050320	2333328263
2533009523	2473443775
1953597639	2587929109
1332016117	572286513
1332016117	1748506496
2371050320	2531205211
2533009523	402833044
394737774	930171217
2587920245	2572874719
2220121760	1688677086
80188609	2491872042
2533009523	1879229145
2533009523	394440688
562064568	2504159172
2533009523	2567827033
2496348352	2508139013
15837813	1764457152
1879229145	2423232256
2533009523	2556384475
1332016117	2516818433
80188609	2587937561
2496348352	2543594893
1332016117	2509691827
238453269	1624650387
2496348352	2587939365
2220121760	2587939407
1725194183	2587940008
2587914834	2587940664
2533009523	902334603
2533009523	786666296
2533009523	2488480188
2496348352	1895828788
2533009523	2529349683
316254212	2217549266
1317550113	2475405750
2533009523	2564357720
1317550113	586965159
1953597639	2553097833
1332016117	2540955498
2535670365	2465418634
1317550113	1932847642
2533009523	2576769947
319529667	115644604
1317550113	132599367
4147642	2459720929
1332016117	191764812
2540955498	1780976427
1317550113	2520261093
2535670365	2459289611
1317550113	2587947207
674768625	85711560
1317550113	300640192
698250223	780599844
33781814	829018643
2535670365	2521412662
1879229145	1546867595
2533009523	2587949324
2535670365	883159016
780599844	2587950590
1953597639	2505558147
1317550113	671522530
799231280	775007706
674768625	560689609
930695927	1440037150
671522530	108264284
671522530	185884382
671522530	2587953319
671522530	417721008
671522530	2551234308
671522530	2557658101
671522530	814716196
671522530	2547553163
671522530	2507551962
2371050320	2486380994
2496348352	1860961263
1317550113	1894689923
1317550113	325510952
671522530	2581570819
671522530	2441839329
671522530	753525684
2371050320	384620600
671522530	1457538621
671522530	2573645422
1317550113	190451409
2371050320	1889584524
214795325	2582111643
671522530	1937229630
671522530	1916616024
190451409	477073389
2371050320	2491234157
2371050320	945055609
2371050320	2584879277
1317550113	2415164633
2496348352	2587957251
671522530	1135942569
930695927	91307108
671522530	1521185510
671522530	1698783842
671522530	2398698045
671522530	1094732537
1953597639	323030548
671522530	2587003134
1860961263	2289912656
671522530	920050120
671522530	2556162862
2548684238	2558850017
1860961263	2570579211
671522530	2537519460
671522530	231346593
671522530	1684904147
83853242	2587960668
671522530	2560641877
671522530	2491172798
1860961263	2587960993
671522530	2579831527
671522530	1795176578
66624635	287863159
671522530	163130329
671522530	1930700552
671522530	2555409516
2496348352	676226673
671522530	1696355848
671522530	915178379
671522530	221432224
671522530	65242858
2371050320	2582534086
2533009523	627639414
671522530	2442606902
1317550113	2517540549
671522530	1097795354
1332016117	2573111221
2517540549	893161071
2371050320	2430593325
671522530	2298131442
671522530	1912261849
671522530	2587944331
671522530	571261893
671522530	1666711890
671522530	2564260491
671522530	2239427679
1681947454	185807321
1317550113	1910133951
909336097	2587968917
671522530	1441215336
671522530	1679318063
671522530	866787781
671522530	2561248559
671522530	1341391396
671522530	2506107623
671522530	1554822649
2496348352	729898161
671522530	1945936134
2506107623	2557580451
1332016117	2354418907
1696355848	2473743003
1696355848	2578232353
1696355848	2494164706
671522530	230473046
1696355848	2520828751
1590489766	1816378304
671522530	733439824
671522530	2423713145
671522530	672570304
671522530	2556940022
2587976663	177376527
2533009523	1645462974
1696355848	1455885274
418468642	2415598607
2533009523	1441007457
671522530	2577834120
1064850478	455906975
2533009523	2488460181
671522530	2587978656
671522530	738841145
34841884	1520030756
1317550113	2528661440
1332016117	2419936925
671522530	294991747
671522530	2476284902
671522530	1752656964
671522530	97309443
671522530	2587978879
671522530	2587978949
671522530	2549527217
671522530	1006571283
738841145	2587979236
1696355848	2529762765
671522530	2466319841
671522530	2432483903
2472239546	2587979374
671522530	1172186715
671522530	333995466
671522530	2587491880
671522530	222011713
671522530	133508312
671522530	504987821
671522530	2491176930
104071623	713803676
671522530	138969102
1696355848	1533451812
104071623	1946850886
2472239546	1925002680
671522530	2566443485
799231280	1915384544
671522530	2587085001
1916616024	180321290
2533009523	1104729064
2535670365	209895275
104071623	1882925
1863961632	2528876062
2535670365	1700202428
2533009523	296702845
2533009523	1553657152
1332016117	825310501
2496348352	890401890
2496348352	2587986103
2496348352	1497019574
2533009523	2547304841
2533009523	2587987596
2533009523	231210448
2496348352	1835542279
392689128	713596779
279829644	59707749
671522530	742218907
2533009523	2526530306
2341316890	1718089774
865308660	2535875904
2341316890	827299652
2341316890	869887068
2533009523	290667960
2341316890	2288706894
1863961632	2587991605
1332016117	2555803182
699145641	2573727165
2341316890	2584521116
2533009523	2587993115
1332016117	2523009804
2557875485	2587994325
91133495	1001550747
2557875485	2502066949
2533009523	951973190
1073099276	1027908495
1073099276	1776424664
2533009523	313254889
437653900	1032365252
1892375067	1625162730
257234408	1056735549
1863961632	1457660549
2341316890	2553702173
1892375067	2440061552
1073099276	1038492662
1073099276	1024270730
1073099276	864697035
66792416	1062316360
1073099276	1681368423
1073099276	1050148727
2496348352	2587999425
1073099276	1701007770
2341316890	2560689005
2494752107	1249214394
2496348352	903291922
2496348352	2553008550
559683171	2473431903
104071623	15631451
238683807	1877340596
2341316890	1102295031
819380972	782180900
1073099276	39588603
1073099276	1020617104
1073099276	2408605651
671522530	2557481747
2533009523	854922101
590377950	227810108
2533009523	1050369572
2533009523	2588005296
80188609	978832264
80188609	2588006054
174182154	70155667
2477918396	2445479972
2587371690	2445844991
2509772048	2588007587
854922101	2568970991
2496348352	657280354
279829644	239425689
309590834	782235296
1696355848	2586428934
2494752107	907921869
2341316890	293431161
2496348352	2582907569
2533009523	1510922577
75426139	321069891
2533009523	2588011770
1953597639	249864069
2533009523	736574328
1073099276	1024579976
2533009523	107336306
2496348352	2542111930
82880168	719317371
1073099276	1035670610
10452294	54262568
257234408	2499848284
7781704	315458587
607623065	2568279488
2341316890	2577005612
607623065	678931287
1073099276	42942102
1696355848	2486034136
987555184	1471669959
1696355848	229105663
607623065	1657119539
607623065	2582246472
1073099276	34399554
607623065	132242583
607623065	2586629885
607623065	772971724
607623065	296319252
607623065	1483803482
607623065	1470996635
607623065	2358266484
607623065	2517888678
607623065	2582616207
257234408	31531390
2496348352	2419685320
607623065	1509538785
607623065	2587831470
607623065	2418084700
607623065	1217369479
607623065	2351988733
607623065	2584808578
607623065	2587910570
607623065	1826459643
607623065	1785460579
607623065	1748441472
607623065	1472071067
